observation_id,outcome_scope,raw_outcome_scope,location,type,diagnosis,threshold_route,metric_alignment_status,reason,evidence,paper_id,sourceDataRow,metric,setting,metric_usability,evidence_grade,scope_alignment_status,adjudicated_outcome_scope,pair_review_status,source_title,time_loss_definition,exposure_method_status,reverse_exposure_supported,reverse_exposure_route,reverse_exposure_player_hours,reverse_exposure_evidence,model_eligibility,verified_injury_count,count_alignment_evidence,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,canonical_scope_basis,burden_numerator_hours_available,verified_days_lost,days_alignment_evidence,prefit_gate
79:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.",eligibility-audit-2026-09-12 adjudication-summary,S062,79,incidence,overall,descriptive_only,saved source audit,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite youth football players: a prospective three-year study,medical attention and time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
79:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.",eligibility-audit-2026-09-12 adjudication-summary,S062,79,incidence,match,descriptive_only,saved source audit,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite youth football players: a prospective three-year study,medical attention and time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
79:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.",eligibility-audit-2026-09-12 adjudication-summary,S062,79,incidence,training,descriptive_only,saved source audit,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite youth football players: a prospective three-year study,medical attention and time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
80:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S063,80,incidence,overall,count_hour,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite-level women's football—a two-year prospective study in the Irish Women's National League,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
80:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S063,80,incidence,match,count_hour,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite-level women's football—a two-year prospective study in the Irish Women's National League,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
80:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S063,80,incidence,training,count_hour,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in elite-level women's football—a two-year prospective study in the Irish Women's National League,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
81:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,81,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
82:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,82,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
83:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,83,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
84:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,84,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
85:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,85,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
86:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryIncidenceTimeLossMatch, matchExposure",S064,86,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries in female football players in top-level international tournaments,medical attention,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
92:incidence:overall:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceTimeLossOverall, totalExposure",S066,92,incidence,overall,none,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,"Walden - 2005 - Injuries in Swedish elite football--a prospective study on injury definitions, risk for injury and i.pdf",physical complaint,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
92:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryMatchTimeLossCount, injuryIncidenceTimeLossMatch, matchExposure",S066,92,incidence,match,none,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,"Walden - 2005 - Injuries in Swedish elite football--a prospective study on injury definitions, risk for injury and i.pdf",physical complaint,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
92:incidence:training:main,all_injuries_scope_review,all_injuries_scope_review,,,,hold,hold,"The saved source wording does not identify a separable time-loss outcome. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingTimeLossCount, injuryIncidenceTimeLossTraining, trainingExposure",S066,92,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,"Walden - 2005 - Injuries in Swedish elite football--a prospective study on injury definitions, risk for injury and i.pdf",physical complaint,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
93:incidence:overall:main,all_injuries_scope_review,all_injuries_scope_review,,,,sensitivity,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,93,incidence,overall,none,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
94:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,94,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
95:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,95,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
96:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,96,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
97:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,97,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
98:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,98,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
99:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,99,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
100:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,100,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
101:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,101,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
102:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,102,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
103:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",S067,103,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Light N. and Johnson A. and Williams S. and Smith N. and Hale B. and Thorborg K.     AO  - Light and ORCID httpsorcid.org0000-0001-8787-7275 - 2021 - Injuries in youth football and the relationship to player maturation An analysis of time-loss injur.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
104:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has a rate with a reported confidence interval.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S068,104,incidence,overall,rate_ci,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury epidemiology in professional football in South America compared with Europe,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
104:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has a rate with a reported confidence interval.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S068,104,incidence,match,rate_ci,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury epidemiology in professional football in South America compared with Europe,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
104:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has a rate with a reported confidence interval.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S068,104,incidence,training,rate_ci,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury epidemiology in professional football in South America compared with Europe,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
104:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S068,104,incidence,overall,rate_ci,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Injury epidemiology in professional football in South America compared with Europe,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
104:incidence:overall:injuryTissueType_muscle_injury_incidence,injuryTissueType_muscle_injury,injuryTissueType_muscle_injury,,muscle injury,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_injury_incidence,S068,104,incidence,overall,rate_ci,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_injury,not_matching_pair,Injury epidemiology in professional football in South America compared with Europe,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
106:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction has an aligned count and player-hour denominator.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S069,106,incidence,overall,count_hour,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury evaluation of the Turkish national football team over six consecutive seasons,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
106:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S069,106,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury evaluation of the Turkish national football team over six consecutive seasons,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
106:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S069,106,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury evaluation of the Turkish national football team over six consecutive seasons,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
107:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S072,107,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
107:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,sensitivity,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S072,107,incidence,match,none,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
107:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S072,107,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
108:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S072,108,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
108:incidence:match:main,all_injuries_scope_review,all_injuries_scope_review,,,,sensitivity,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S072,108,incidence,match,none,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
108:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S072,108,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
109:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S072,109,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,true,approximate_exposure_sensitivity_only,32957.74648,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",false,,,,,,,,,,,
109:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S072,109,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
109:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S072,109,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Hagglund - 2005 - Injury incidence and distribution in elite football--a prospective study of the Danish and the Swedi.pdf,Time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S075,110,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
