observation_id,paper_id,sourceDataRow,setting,observed_count,reported_rate_per_1000,source_incidence_definition,reverse_exposure_supported,approximate_exposure_player_hours,route,reason_or_evidence
692:incidence:training:main,S407,692,training,15,6,injuries per 1000 hours of exposure,true,2500,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
694:incidence:overall:main,S409,694,overall,65,3.62,injuries per 1000 hours of exposure,true,17955.8011,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
694:incidence:match:main,S409,694,match,36,14.09,injuries per 1000 hours of exposure,true,2555.003549,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
694:incidence:training:main,S409,694,training,29,1.88,injuries per 1000 hours of exposure,true,15425.53191,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
703:incidence:overall:main,S412,703,overall,78,7.46,injuries per 1000 hours of exposure,true,10455.76408,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
703:incidence:match:main,S412,703,match,60,36.36,injuries per 1000 hours of exposure,true,1650.165017,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
703:incidence:training:main,S412,703,training,18,2.05,injuries per 1000 hours of exposure,true,8780.487805,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
708:incidence:overall:main,S417,708,overall,744,8.5,number of injuries per 1000 hours of competition and/or training,true,87529.41176,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
708:incidence:match:main,S417,708,match,500,27.7,number of injuries per 1000 hours of competition and/or training,true,18050.54152,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
708:incidence:training:main,S417,708,training,244,3.5,number of injuries per 1000 hours of competition and/or training,true,69714.28571,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
709:incidence:match:main,S417,709,match,391,25.9,number of injuries per 1000 hours of competition and/or training,true,15096.5251,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
709:incidence:training:main,S417,709,training,187,3.4,number of injuries per 1000 hours of competition and/or training,true,55000,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
710:incidence:match:main,S417,710,match,109,37.2,number of injuries per 1000 hours of competition and/or training,true,2930.107527,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
710:incidence:training:main,S417,710,training,57,4.1,number of injuries per 1000 hours of competition and/or training,true,13902.43902,approximate_exposure_sensitivity_only,"S417 primary-source audit: IFR is injuries per 1,000 competition/training hours; observed count and reported crude IFR share the setting. Rounded-rate inversion is approximate only; no model eligibility."
733:incidence:match:main,S426,733,match,14,2.2,Overall occurrence reported as percentage of injured players; match and training incidence reported per 1000 hours.,false,,not_supported,compatible_exposure_unit
733:incidence:training:main,S426,733,training,12,0.38,Overall occurrence reported as percentage of injured players; match and training incidence reported per 1000 hours.,false,,not_supported,compatible_exposure_unit
744:incidence:overall:main,S431,744,overall,31,1.12,Hamstring injuries per 1000 soccer hours.,true,27678.57143,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
745:incidence:overall:main,S431,745,overall,26,1.39,Hamstring injuries per 1000 soccer hours.,true,18705.03597,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
751:incidence:overall:main,S440,751,overall,198,0.058,ACL injuries per 1000 hours football exposure,true,3413793.103,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
752:incidence:overall:main,S440,752,overall,277,0.043,ACL injuries per 1000 hours football exposure,true,6441860.465,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
753:incidence:overall:main,S440,753,overall,483,0.074,ACL injuries per 1000 hours football exposure,true,6527027.027,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
754:incidence:overall:main,S441,754,overall,209,4,injuries per 1000 hours soccer time per player,true,52250,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
754:incidence:match:main,S441,754,match,99,5.6,injuries per 1000 hours soccer time per player,true,17678.57143,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
754:incidence:training:main,S441,754,training,110,3.3,injuries per 1000 hours soccer time per player,true,33333.33333,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
818:incidence:overall:main,S471,818,overall,41,8.3,per 1000 hours,true,4939.759036,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
821:incidence:overall:main,S475,821,overall,15,2.31,per 1000 hours,false,,not_supported,compatible_exposure_unit
821:incidence:match:main,S475,821,match,2,3.28,per 1000 hours,false,,not_supported,compatible_exposure_unit
821:incidence:training:main,S475,821,training,5,0.85,per 1000 hours,false,,not_supported,compatible_exposure_unit
822:incidence:overall:main,S475,822,overall,9,1.33,per 1000 hours,false,,not_supported,compatible_exposure_unit
822:incidence:match:main,S475,822,match,1,1.55,per 1000 hours,false,,not_supported,compatible_exposure_unit
822:incidence:training:main,S475,822,training,1,0.16,per 1000 hours,false,,not_supported,compatible_exposure_unit
826:incidence:match:main,S477,826,match,11,19,muscle injuries per 1000 hours of match exposure,true,578.9473684,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
858:incidence:overall:main,S482,858,overall,29,12.5,all injuries per 1000 hours of football; monitored non-contact injuries during congested windows,true,2320,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
858:incidence:match:main,S482,858,match,29,30.4,all injuries per 1000 hours of football; monitored non-contact injuries during congested windows,true,953.9473684,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
907:incidence:overall:main,S505,907,overall,114,6.6,per 1000 hours,false,,not_supported,compatible_exposure_unit
907:incidence:match:main,S505,907,match,52,31.1,per 1000 hours,false,,not_supported,compatible_exposure_unit
907:incidence:training:main,S505,907,training,62,3.9,per 1000 hours,false,,not_supported,compatible_exposure_unit
923:incidence:overall:main,S515,923,overall,56,0.342,ankle injuries per 1000 hours of exposure,true,163742.6901,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
923:incidence:match:main,S515,923,match,26,0.862,ankle injuries per 1000 hours of exposure,true,30162.41299,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
923:incidence:training:main,S515,923,training,30,0.077,ankle injuries per 1000 hours of exposure,true,389610.3896,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
924:incidence:overall:main,S5158,924,overall,16,0.18,concussions per 1000 player-hours,true,88888.88889,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
924:incidence:match:main,S5158,924,match,12,0.91,concussions per 1000 player-hours,true,13186.81319,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
924:incidence:training:main,S5158,924,training,4,0.05,concussions per 1000 player-hours,true,80000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
925:incidence:overall:main,S5158,925,overall,40,0.44,concussions per 1000 player-hours,true,90909.09091,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
925:incidence:match:main,S5158,925,match,15,1.63,concussions per 1000 player-hours,true,9202.453988,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
925:incidence:training:main,S5158,925,training,25,0.31,concussions per 1000 player-hours,true,80645.16129,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
926:incidence:overall:main,S5158,926,overall,188,0.17,concussions per 1000 player-hours,true,1105882.353,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
926:incidence:match:main,S5158,926,match,146,0.85,concussions per 1000 player-hours,true,171764.7059,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
926:incidence:training:main,S5158,926,training,42,0.04,concussions per 1000 player-hours,true,1050000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
927:incidence:overall:main,S5158,927,overall,83,0.46,concussions per 1000 player-hours,true,180434.7826,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
927:incidence:match:main,S5158,927,match,48,1.55,concussions per 1000 player-hours,true,30967.74194,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
927:incidence:training:main,S5158,927,training,35,0.1,concussions per 1000 player-hours,true,350000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
928:incidence:overall:main,S516,928,overall,903,4.72,injuries per 1000 hours of exposure,true,191313.5593,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
966:incidence:overall:main,S5323,966,overall,127,4.8,non-contact lower-extremity injuries per 1000 player-hours,true,26458.33333,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1012:incidence:overall:main,S567,1012,overall,3836,7.4,injuries per 1000 hours exposure,false,,not_supported,compatible_exposure_unit
1016:incidence:overall:main,S578,1016,overall,12,8.5,injuries per 1000 training hours,false,,not_supported,compatible_exposure_unit; setting_matches_rate_definition
1018:incidence:overall:main,S584,1018,overall,52,5,injuries/1000 hours of football,false,,not_supported,explicit_crude_definition
1019:incidence:overall:main,S584,1019,overall,115,8.9,injuries/1000 hours of football,false,,not_supported,explicit_crude_definition
1038:incidence:overall:main,S598,1038,overall,229,9.6,per 1000 football-hours,true,23854.16667,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1039:incidence:overall:main,S598,1039,overall,144,13,per 1000 football-hours,true,11076.92308,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1040:incidence:overall:main,S598,1040,overall,85,6.3,per 1000 football-hours,true,13492.06349,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1074:incidence:overall:main,S624,1074,overall,52,3.74,per 1000 hours,true,13903.74332,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1082:incidence:overall:main,S631,1082,overall,35,5.8,per 1000 hours exposure,true,6034.482759,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1082:incidence:match:main,S631,1082,match,7,17,per 1000 hours exposure,true,411.7647059,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1082:incidence:training:main,S631,1082,training,28,4,per 1000 hours exposure,true,7000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1083:incidence:overall:main,S634,1083,overall,125,2.7,per 1000 hours of exposure,true,46296.2963,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1083:incidence:match:main,S634,1083,match,32,5,per 1000 hours of exposure,true,6400,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1083:incidence:training:main,S634,1083,training,93,2.3,per 1000 hours of exposure,true,40434.78261,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1091:incidence:match:main,S635,1091,match,112,1.4,per 1000 hours of match play or training,true,80000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1091:incidence:training:main,S635,1091,training,95,0.2,per 1000 hours of match play or training,true,475000,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1124:incidence:overall:main,S649,1124,overall,21,12,per 1000 athlete-hours during matches,false,,not_supported,setting_matches_rate_definition
1125:incidence:overall:main,S650,1125,overall,170,128.1,per 1000 hours of match play,false,,not_supported,setting_matches_rate_definition
1140:incidence:overall:main,S660,1140,overall,58,30.1,per 1000 match hours,false,,not_supported,compatible_exposure_unit; setting_matches_rate_definition
1141:incidence:overall:main,S660,1141,overall,16,30.3,per 1000 match hours,false,,not_supported,compatible_exposure_unit; setting_matches_rate_definition
1142:incidence:overall:main,S660,1142,overall,22,16.7,per 1000 match hours,false,,not_supported,compatible_exposure_unit; setting_matches_rate_definition
1143:incidence:overall:main,S660,1143,overall,38,20.2,per 1000 match hours,false,,not_supported,compatible_exposure_unit; setting_matches_rate_definition
1152:incidence:overall:main,S755,1152,overall,19,2.45,per 1000 player-hours,true,7755.102041,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1153:incidence:overall:main,S755,1153,overall,26,1.93,per 1000 player-hours,true,13471.50259,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1167:incidence:overall:main,S892,1167,overall,15,8.86,per 1000 hours of practice (training and matches),true,1693.002257,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1174:incidence:match:main,UEFA-ECIS-MASTER,1174,match,6758,23.8,injuries per 1000 player-hours,true,283949.5798,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
1174:incidence:training:main,UEFA-ECIS-MASTER,1174,training,5035,3.4,injuries per 1000 player-hours,true,1480882.353,approximate_exposure_sensitivity_only,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility."
