source,reason,score,matched_area,matched_study_id,title,matched_title,doi,matched_doi
"Embase","doi","100","within_second_search","","Sport-related concussion in soccer -a scoping review of available guidelines and a call for action to FIFA & soccer governing bodies","Sport-related concussion in soccer -a scoping review of available guidelines and a call for action to FIFA & soccer governing bodies.","10.1016/j.bas.2024.102763","10.1016/j.bas.2024.102763"
"Embase","doi","100","within_second_search","","Long-term Outcomes of Multiligament Knee Injuries in American Football Players","Long-term Outcomes of Multiligament Knee Injuries in American Football Players.","10.1177/03635465241252440","10.1177/03635465241252440"
"Embase","doi","100","within_second_search","","Effects of mTBI with loss of consciousness on neurobehavioral symptoms, depression, and insomnia in former collegiate and NFL football athletes","Effects of mTBI with loss of consciousness on neurobehavioral symptoms, depression, and insomnia in former collegiate and NFL football athletes.","10.1080/02699052.2024.2347552","10.1080/02699052.2024.2347552"
"Embase","doi","100","within_second_search","","Clinical and Neuropathological Correlates of Substance Use in American Football Players","Clinical and Neuropathological Correlates of Substance Use in American Football Players.","10.3233/jad-240300","10.3233/jad-240300"
"Embase","doi","100","existing_extraction","S497","Longitudinal analysis of the incidence rate of injury in elite youth football: Trends over six years including the COVID-19 pandemic period","Longitudinal analysis of the incidence rate of injury in elite youth football: Trends over six years including the COVID-19 pandemic period","10.1016/j.ptsp.2024.01.006","10.1016/j.ptsp.2024.01.006"
"Embase","doi","100","within_second_search","","Pipkin IV fracture dislocation of the hip in a football athlete - A case report","Pipkin IV fracture dislocation of the hip in a football athlete - A case report.","10.1016/j.tcr.2024.101072","10.1016/j.tcr.2024.101072"
"Embase","doi","100","within_second_search","","Male elite soccer players have a higher incidence of accessory ossicles in the foot and ankle","Male elite soccer players have a higher incidence of accessory ossicles in the foot and ankle.","10.1007/s00264-023-06074-4","10.1007/s00264-023-06074-4"
"Embase","doi","100","within_second_search","","Models of Video Feedback for Youth Athletes Performing an American Football Tackle","Models of Video Feedback for Youth Athletes Performing an American Football Tackle.","10.4085/1062-6050-0602.22","10.4085/1062-6050-0602.22"
"Embase","doi","100","within_second_search","","Sex-based differences in hamstrings stiffness assessment in football players using ultrasound shear wave elastography","Sex-based differences in hamstrings stiffness assessment in football players using ultrasound shear wave elastography.","10.21037/qims-24-398","10.21037/qims-24-398"
"Embase","doi","100","within_second_search","","Essential elements of physical fitness analysis in male adolescent athletes using machine learning","Essential elements of physical fitness analysis in male adolescent athletes using machine learning.","10.1371/journal.pone.0298870","10.1371/journal.pone.0298870"
"Embase","doi","100","within_second_search","","Age of First Exposure Does Not Relate to Post-Career Health in Former Professional American-Style Football Players","Age of First Exposure Does Not Relate to Post-Career Health in Former Professional American-Style Football Players.","10.1007/s40279-024-02062-9","10.1007/s40279-024-02062-9"
"Embase","doi","100","within_second_search","","Women, concussion and disputing an old myth: the game of football is not 'unsuitable for females'","Women, concussion and disputing an old myth: the game of football is not 'unsuitable for females'.","10.1136/bjsports-2023-107486","10.1136/bjsports-2023-107486"
"Embase","doi","100","within_second_search","","From tackles to trauma: investigating the influence of the FIFA World Cup 2022 on public maxillofacial department in Qatar - an observational study","From tackles to trauma: investigating the influence of the FIFA World Cup 2022 on public maxillofacial department in Qatar - an observational study.","10.1097/js9.0000000000000804","10.1097/js9.0000000000000804"
"Embase","doi","100","within_second_search","","Comparison of bioactive substances in novel-developed freeze-dried platelet-rich plasma (PRP) and activated normal PRP, and investigation of bioactive substance levels after long-term storage","Comparison of bioactive substances in novel-developed freeze-dried platelet-rich plasma (PRP) and activated normal PRP, and investigation of bioactive substance levels after long-term storage.","10.1016/j.reth.2024.03.021","10.1016/j.reth.2024.03.021"
"Embase","doi","100","within_second_search","","Association of Sport Helmet Status on Concussion Presentation and Recovery in Male Collegiate Student-Athletes","Association of Sport Helmet Status on Concussion Presentation and Recovery in Male Collegiate Student-Athletes.","10.1007/s10439-024-03575-0","10.1007/s10439-024-03575-0"
"Embase","doi","100","within_second_search","","Influence of ACTN3 R577X Polymorphism on Blood Creatine Kinase Levels Relative to Number of Sprints in Brazilian Professional Soccer Players","Influence of ACTN3 R577X Polymorphism on Blood Creatine Kinase Levels Relative to Number of Sprints in Brazilian Professional Soccer Players.","10.3390/genes15070896","10.3390/genes15070896"
"Embase","doi","100","within_second_search","","Deceleration Capacity During Directional Change as a Time-Efficient (Ecological) Prescreening of Hip Adductor Force Status in Amateur Soccer Players","Deceleration Capacity During Directional Change as a Time-Efficient (Ecological) Prescreening of Hip Adductor Force Status in Amateur Soccer Players.","10.1519/jsc.0000000000004915","10.1519/jsc.0000000000004915"
"Embase","doi","100","within_second_search","","Knee osteoarthritis in the former elite football players and the ordinary population: a comparative cross-sectional study","Knee osteoarthritis in the former elite football players and the ordinary population: a comparative cross-sectional study.","10.1080/24733938.2023.2228279","10.1080/24733938.2023.2228279"
"Embase","doi","100","within_second_search","","Post-traumatic jejunal branch of superior mesenteric artery pseudoaneurysm in paediatrics: a compelling case report highlighting early diagnosis and successful endovascular embolization","Post-traumatic jejunal branch of superior mesenteric artery pseudoaneurysm in paediatrics: a compelling case report highlighting early diagnosis and successful endovascular embolization.","10.1097/ms9.0000000000001856","10.1097/ms9.0000000000001856"
"Embase","doi","100","within_second_search","","Efficacy of a new injury prevention programme (FUNBALL) in young male football (soccer) players: a cluster-randomised controlled trial","Efficacy of a new injury prevention programme (FUNBALL) in young male football (soccer) players: a cluster-randomised controlled trial.","10.1136/bjsports-2023-107388","10.1136/bjsports-2023-107388"
"Embase","doi","100","within_second_search","","The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football","The Football Association Injury and Illness Surveillance Study: The Incidence, Burden and Severity of Injuries and Illness in Men's and Women's International Football.","10.1007/s40279-020-01411-8","10.1007/s40279-020-01411-8"
"Embase","doi","100","within_second_search","","Presurgical perspective and postsurgical evaluation of acromioclavicular joint instability","Presurgical perspective and postsurgical evaluation of acromioclavicular joint instability.","10.1007/s00256-023-04526-x","10.1007/s00256-023-04526-x"
"Embase","doi","100","within_second_search","","Injury surveillance in Spanish professional female soccer players: A three-season retrospective study","Injury surveillance in Spanish professional female soccer players: A three-season retrospective study.","10.1016/j.injury.2024.111922","10.1016/j.injury.2024.111922"
"Embase","doi","100","within_second_search","","INCREASED INCIDENCE OF INJURIES IN THE SAO PAULO SOCCER CHAMPIONSHIP POST-PANDEMIC","INCREASED INCIDENCE OF INJURIES IN THE SAO PAULO SOCCER CHAMPIONSHIP POST-PANDEMIC.","10.1590/1413-785220243206e282994","10.1590/1413-785220243206e282994"
"Embase","doi","100","within_second_search","","Association Between Total Genotype Score and Muscle Injuries in Top-Level Football Players: a Pilot Study","Association Between Total Genotype Score and Muscle Injuries in Top-Level Football Players: a Pilot Study.","10.1186/s40798-024-00682-z","10.1186/s40798-024-00682-z"
"Embase","doi","100","within_second_search","","MRI findings of closed hand injuries in adolescent goalkeepers: a case-based review","MRI findings of closed hand injuries in adolescent goalkeepers: a case-based review.","10.1007/s00256-023-04531-0","10.1007/s00256-023-04531-0"
"Embase","doi","100","within_second_search","","Changes in the central nervous system in football players: an MRI study","Changes in the central nervous system in football players: an MRI study.","10.1177/02841851241248410","10.1177/02841851241248410"
"Embase","doi","100","within_second_search","","Do high-risk head trauma sports athletes have impaired vestibular function?","Do high-risk head trauma sports athletes have impaired vestibular function?.","10.1016/j.amjoto.2024.104429","10.1016/j.amjoto.2024.104429"
"Embase","doi","100","within_second_search","","Olfactory function is reduced in a subset of former elite American football players with traumatic encephalopathy syndrome","Olfactory function is reduced in a subset of former elite American football players with traumatic encephalopathy syndrome.","10.1093/chemse/bjae043","10.1093/chemse/bjae043"
"Embase","doi","100","within_second_search","","Physical and emotional impact of multiple knee surgeries","Physical and emotional impact of multiple knee surgeries.","10.1136/bjsports-2023-107697","10.1136/bjsports-2023-107697"
"Embase","doi","100","within_second_search","","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 2: an analysis by movement patterns","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 2: an analysis by movement patterns.","10.1080/07853890.2024.2337724","10.1080/07853890.2024.2337724"
"Embase","doi","100","within_second_search","","Inter- and intra-session variability of compression strain gauge for the adductor groin squeeze test on soccer athletes","Inter- and intra-session variability of compression strain gauge for the adductor groin squeeze test on soccer athletes.","10.1049/htl2.12074","10.1049/htl2.12074"
"Embase","doi","100","within_second_search","","T1-VIBE and STIR MRI of lumbar pars interarticularis injuries in elite athletes: fracture characterisation and potential prognostic indicators","T1-VIBE and STIR MRI of lumbar pars interarticularis injuries in elite athletes: fracture characterisation and potential prognostic indicators.","10.1007/s00256-023-04437-x","10.1007/s00256-023-04437-x"
"Embase","doi","100","within_second_search","","'Playing catch-up': safety and optimal tackle outcomes in women's rugby union (PhD Academy Award)","'Playing catch-up': safety and optimal tackle outcomes in women's rugby union (PhD Academy Award).","10.1136/bjsports-2024-108251","10.1136/bjsports-2024-108251"
"Embase","doi","100","within_second_search","","Perceptions of the mouthguard in basketball, rugby, and soccer players. Qualitative study at a public university in Colombia","Perceptions of the mouthguard in basketball, rugby, and soccer players. Qualitative study at a public university in Colombia.","10.1186/s13102-024-00903-8","10.1186/s13102-024-00903-8"
"Embase","doi","100","within_second_search","","Contribution of ankle motion pattern during landing to reduce the knee-related injury risk","Contribution of ankle motion pattern during landing to reduce the knee-related injury risk.","10.1016/j.compbiomed.2024.108965","10.1016/j.compbiomed.2024.108965"
"Embase","doi","100","within_second_search","","Clinical implications of head trauma in frontotemporal dementia and primary progressive aphasia","Clinical implications of head trauma in frontotemporal dementia and primary progressive aphasia.","10.1186/s13195-024-01553-1","10.1186/s13195-024-01553-1"
"Embase","doi","100","within_second_search","","Hair cortisol is a physiological indicator of training stress for female footballers","Hair cortisol is a physiological indicator of training stress for female footballers.","10.1007/s00421-024-05571-7","10.1007/s00421-024-05571-7"
"Embase","doi","100","within_second_search","","'You can change your life through sports'-physical activity interventions to improve the health and well-being of adults experiencing homelessness: a mixed-methods systematic review","'You can change your life through sports'-physical activity interventions to improve the health and well-being of adults experiencing homelessness: a mixed-methods systematic review.","10.1136/bjsports-2023-107562","10.1136/bjsports-2023-107562"
"Embase","doi","100","within_second_search","","The relationship between executed cut angle and speed with lower extremity joint angles during unanticipated side-step cutting in soccer players","The relationship between executed cut angle and speed with lower extremity joint angles during unanticipated side-step cutting in soccer players.","10.1016/j.gaitpost.2024.09.006","10.1016/j.gaitpost.2024.09.006"
"Embase","doi","100","within_second_search","","Cerebral Cortical Surface Structure and Neural Activation Pattern Among Adolescent Football Players","Cerebral Cortical Surface Structure and Neural Activation Pattern Among Adolescent Football Players.","10.1001/jamanetworkopen.2023.54235","10.1001/jamanetworkopen.2023.54235"
"Embase","doi","100","within_second_search","","Normative and limit values of speed, endurance and power tests results of young football players","Normative and limit values of speed, endurance and power tests results of young football players.","10.3389/fphys.2024.1502694","10.3389/fphys.2024.1502694"
"Embase","doi","100","within_second_search","","Comparison of an Adaptive Ankle Brace to Conventional Taping for Rehabilitation of Acute Ankle Injury in Young Subelite Soccer Players: A Pilot Study","Comparison of an Adaptive Ankle Brace to Conventional Taping for Rehabilitation of Acute Ankle Injury in Young Subelite Soccer Players: A Pilot Study.","10.1123/jsr.2023-0290","10.1123/jsr.2023-0290"
"Embase","doi","100","within_second_search","","Brain morphometry in former American football players: findings from the DIAGNOSE CTE research project","Brain morphometry in former American football players: findings from the DIAGNOSE CTE research project.","10.1093/brain/awae098","10.1093/brain/awae098"
"Embase","doi","100","within_second_search","","Head impact differences in blind football between Rio 2016 and Tokyo 2020 Paralympic Games: video-based observational study","Head impact differences in blind football between Rio 2016 and Tokyo 2020 Paralympic Games: video-based observational study.","10.1136/bmjopen-2023-081942","10.1136/bmjopen-2023-081942"
"Embase","doi","100","within_second_search","","Concomitant Popliteomeniscal Fascicles Tears Are Found in 21% of Professional Soccer Players With Acute Anterior Cruciate Ligament Injuries","Concomitant Popliteomeniscal Fascicles Tears Are Found in 21% of Professional Soccer Players With Acute Anterior Cruciate Ligament Injuries.","10.1016/j.asmr.2024.100956","10.1016/j.asmr.2024.100956"
"Embase","doi","100","within_second_search","","Isolated distal grade III lateral collateral ligament injury: what is the real clinical impact in professional athletes?","Isolated distal grade III lateral collateral ligament injury: what is the real clinical impact in professional athletes?.","10.1007/s00256-023-04463-9","10.1007/s00256-023-04463-9"
"Embase","doi","90","within_second_search","","Fourteen-Year-Old Male Football Player with Lesser Tuberosity Avulsion Fracture: Open Transosseous Equivalent Suture Repair","Fourteen-Year-Old Male Football Player with Lesser Tuberosity Avulsion Fracture: Open Transosseous Equivalent Suture Repair: A Case Report.","10.2106/jbjs.cc.24.00204","10.2106/jbjs.cc.24.00204"
"Embase","doi","100","within_second_search","","Physical Demands of Walking Football in Patients with Cardiovascular Risk Factors and Diseases","Physical Demands of Walking Football in Patients With Cardiovascular Risk Factors and Diseases.","10.1097/jsm.0000000000001218","10.1097/jsm.0000000000001218"
"Embase","doi","100","within_second_search","","Substantia Nigra Pathology, Contact Sports Play, and Parkinsonism in Chronic Traumatic Encephalopathy","Substantia Nigra Pathology, Contact Sports Play, and Parkinsonism in Chronic Traumatic Encephalopathy.","10.1001/jamaneurol.2024.2166","10.1001/jamaneurol.2024.2166"
"Embase","doi","100","within_second_search","","Do healthy athletes exhibit at-risk biomechanics for anterior cruciate ligament injury during pivoting movements?","Do healthy athletes exhibit at-risk biomechanics for anterior cruciate ligament injury during pivoting movements?.","10.1080/14763141.2022.2080105","10.1080/14763141.2022.2080105"
"Embase","doi","100","within_second_search","","Are recommended tackle techniques associated with superior performance outcomes? A retrospective video analysis study of elite women's rugby union","Are recommended tackle techniques associated with superior performance outcomes? A retrospective video analysis study of elite women's rugby union.","10.1080/02640414.2024.2434799","10.1080/02640414.2024.2434799"
"Embase","doi","100","within_second_search","","Fresh osteochondral allograft transplantation of the medial femoral condyle in an elite football player","Fresh osteochondral allograft transplantation of the medial femoral condyle in an elite football player.","10.1136/bcr-2024-262374","10.1136/bcr-2024-262374"
"Embase","doi","100","within_second_search","","Identification of potential risk factors for lower limb injuries in female team-sport athletes: a prospective cohort study","Identification of potential risk factors for lower limb injuries in female team-sport athletes: a prospective cohort study.","10.1080/24733938.2023.2181386","10.1080/24733938.2023.2181386"
"Embase","doi","100","within_second_search","","Atraumatic Sport-Related Medial Sesamoid Pain: Conservative Treatment Outcome and Magnetic Resonance Imaging Features","Atraumatic Sport-Related Medial Sesamoid Pain: Conservative Treatment Outcome and Magnetic Resonance Imaging Features.","10.4055/cios24037","10.4055/cios24037"
"Embase","doi","100","within_second_search","","Maximum speed exposures in Australian rules football: do methods matter?","Maximum speed exposures in Australian rules football: do methods matter?.","10.1080/24733938.2023.2211048","10.1080/24733938.2023.2211048"
"Embase","doi","100","within_second_search","","Lower limbs strength variations between injured and non-injured professional soccer players","Lower limbs strength variations between injured and non-injured professional soccer players.","10.1177/00368504231216312","10.1177/00368504231216312"
"Embase","doi","100","within_second_search","","Prevalence and intensity of pain in male and female amateur football players: A prospective cohort study","Prevalence and intensity of pain in male and female amateur football players: A prospective cohort study.","10.1016/j.jsams.2024.01.006","10.1016/j.jsams.2024.01.006"
"Embase","doi","100","within_second_search","","Characterization of injuries among elite football players during a sports season in Burkina Faso: the 2019-2020 sports season","[Characterization of injuries among elite football players during a sports season in Burkina Faso: the 2019-2020 sports season].","10.11604/pamj.2024.48.33.39254","10.11604/pamj.2024.48.33.39254"
"Embase","doi","100","within_second_search","","Response to Lolli: Predicting Injuries in Elite Female Football Players With Global-Positioning-System and Multiomics Data","Response to Lolli: Predicting Injuries in Elite Female Football Players With Global-Positioning-System and Multiomics Data.","10.1123/ijspp.2024-0308","10.1123/ijspp.2024-0308"
"Embase","doi","100","within_second_search","","The Influence of Futsal Players' Initial Physical Condition on the Occurrence of Injuries","The Influence of Futsal Players' Initial Physical Condition on the Occurrence of Injuries.","10.1055/a-2363-1885","10.1055/a-2363-1885"
"Embase","doi","100","within_second_search","","Prediction of ACL-tear by lower limbs muscle strength and flexibility: a prospective cohort study in 95 female soccer players","Prediction of ACL-tear by lower limbs muscle strength and flexibility: a prospective cohort study in 95 female soccer players.","10.1080/15438627.2023.2280554","10.1080/15438627.2023.2280554"
"Embase","doi","100","within_second_search","","Evaluation of the Value of the Y-Balance Test to Predict Lower Limb Injuries in Professional Male Footballers","Evaluation of the Value of the Y-Balance Test to Predict Lower Limb Injuries in Professional Male Footballers.","10.1123/jsr.2023-0139","10.1123/jsr.2023-0139"
"Embase","doi","100","within_second_search","","'Benched' the effect of the COVID-19 lockdown on injury incidence in sub-elite football in Australia: a retrospective population study using injury insurance records","'Benched' the effect of the COVID-19 lockdown on injury incidence in sub-elite football in Australia: a retrospective population study using injury insurance records.","10.1080/24733938.2022.2143551","10.1080/24733938.2022.2143551"
"Embase","doi","100","within_second_search","","Limited Return to Preinjury Performance in NCAA Division I American Football Players With Hamstring Injuries","Limited Return to Preinjury Performance in NCAA Division I American Football Players With Hamstring Injuries.","10.1177/23259671241243345","10.1177/23259671241243345"
"Embase","doi","100","within_second_search","","The frequency of injuries of Iranian male professional soccer players: a cross-sectional study","The frequency of injuries of Iranian male professional soccer players: a cross-sectional study.","10.5249/jivr.v16i2.1897","10.5249/jivr.v16i2.1897"
"Embase","doi","100","within_second_search","","Groin injuries in women's premier league football in Norway: A two-season prospective cohort study describing clinical and imaging characteristics","Groin injuries in women's premier league football in Norway: A two-season prospective cohort study describing clinical and imaging characteristics.","10.1111/sms.14611","10.1111/sms.14611"
"Embase","doi","100","within_second_search","","Concussion incidence and mechanisms differ between elite females and males in Australian Football","Concussion incidence and mechanisms differ between elite females and males in Australian Football.","10.1016/j.jsams.2023.12.003","10.1016/j.jsams.2023.12.003"
"Embase","doi","100","within_second_search","","Do age and body size affect the eccentric knee flexor strength measured during the Nordic hamstring exercise in male soccer players?","Do age and body size affect the eccentric knee flexor strength measured during the Nordic hamstring exercise in male soccer players?.","10.1080/14763141.2021.2003850","10.1080/14763141.2021.2003850"
"Embase","doi","100","within_second_search","","Evaluation of Lateral and Medial Parts of the Hamstring Muscle Fatigue Symmetry in Professional Footballers Cleared to Play After ACL Reconstruction","Evaluation of Lateral and Medial Parts of the Hamstring Muscle Fatigue Symmetry in Professional Footballers Cleared to Play After ACL Reconstruction.","10.3390/jcm13216521","10.3390/jcm13216521"
"Embase","doi","100","within_second_search","","Acute Compartment Syndrome in a Football Player with Quadriceps Contusion and Successful Return to Sport: A Case Report","Acute Compartment Syndrome in a Football Player With Quadriceps Contusion and Successful Return to Sport: A Case Report.","10.2106/jbjs.cc.23.00688","10.2106/jbjs.cc.23.00688"
"Embase","doi","100","within_second_search","","Injury prevention in football : A challenge for team doctors and coaching team","[Injury prevention in football : A challenge for team doctors and coaching team].","10.1007/s00132-024-04503-9","10.1007/s00132-024-04503-9"
"Embase","doi","100","within_second_search","","NCAA football players are at higher risk of upper extremity injury after first-time concussion","NCAA football players are at higher risk of upper extremity injury after first-time concussion.","10.1080/00913847.2024.2327275","10.1080/00913847.2024.2327275"
"Embase","doi","100","within_second_search","","Impact of fish oil supplementation on plasma levels of highly unsaturated fatty acid-containing lipid classes and molecular species in American football athletes","Impact of fish oil supplementation on plasma levels of highly unsaturated fatty acid-containing lipid classes and molecular species in American football athletes.","10.1186/s12986-024-00815-x","10.1186/s12986-024-00815-x"
"Embase","doi","100","within_second_search","","Consideration of Mental Health and Well-Being in High-Level Sport: When Will a Coach-Centred Approach Be Introduced?","Consideration of Mental Health and Well-Being in High-Level Sport: When Will a Coach-Centred Approach Be Introduced?.","10.1007/s40279-024-02044-x","10.1007/s40279-024-02044-x"
"Embase","doi","100","within_second_search","","Designing a study on footballers injuries in the 2024 African cup of nations competition (Ivory Coast)","Designing a study on footballers' injuries in the 2024 African cup of nations competition (Ivory Coast).","10.62438/tunismed.v102i2.4815","10.62438/tunismed.v102i2.4815"
"Embase","doi","100","within_second_search","","Reduced Match Exposure in the Previous 2 Matches Accounts for Hamstring Muscle Injury Incidence in Professional Football Players","Reduced Match Exposure in the Previous 2 Matches Accounts for Hamstring Muscle Injury Incidence in Professional Football Players.","10.1177/19417381231158117","10.1177/19417381231158117"
"Embase","doi","100","within_second_search","","Embedded finite element modeling of the mechanics of brain axonal fiber tracts under head impact conditions","Embedded finite element modeling of the mechanics of brain axonal fiber tracts under head impact conditions.","10.1016/j.compbiomed.2024.109063","10.1016/j.compbiomed.2024.109063"
"Embase","doi","100","within_second_search","","Cervical and Lumbar Disk Replacement in Athletes: Is It Safe to Return to Play? A Systematic Review of the Scientific Literature and Lay Press","Cervical and Lumbar Disk Replacement in Athletes: Is It Safe to Return to Play? A Systematic Review of the Scientific Literature and Lay Press.","10.1227/neu.0000000000002637","10.1227/neu.0000000000002637"
"Embase","doi","100","within_second_search","","Lower Extremity Injury Rates on Artificial Turf Versus Natural Grass Surfaces in the National Football League During the 2021 and 2022 Seasons","Lower Extremity Injury Rates on Artificial Turf Versus Natural Grass Surfaces in the National Football League During the 2021 and 2022 Seasons.","10.1177/23259671241265378","10.1177/23259671241265378"
"Embase","doi","100","within_second_search","","Effects of mid-season camp period loading on sports injury anxiety and physical performance of professional male soccer players","Effects of mid-season camp period loading on sports injury anxiety and physical performance of professional male soccer players.","10.1016/j.jbmt.2024.04.030","10.1016/j.jbmt.2024.04.030"
"Embase","doi","100","within_second_search","","Concussions in Soccer","Concussions in Soccer.","10.1097/jsa.0000000000000403","10.1097/jsa.0000000000000403"
"Embase","doi","100","within_second_search","","The associations of transformational leadership and team cohesion on the psychological health of young football players through basic psychological needs","The associations of transformational leadership and team cohesion on the psychological health of young football players through basic psychological needs.","10.1080/24733938.2023.2194287","10.1080/24733938.2023.2194287"
"Embase","doi","100","within_second_search","","Has Sustained Time Away From Sports Due to the COVID-19 Pandemic Led to Increased Sport-Related Soft Tissue Injuries?","Has Sustained Time Away From Sports Due to the COVID-19 Pandemic Led to Increased Sport-Related Soft Tissue Injuries?.","10.1177/19417381231198541","10.1177/19417381231198541"
"Embase","doi","100","within_second_search","","Exploring the impact of athletic identity on gender role conflict and athlete injury fear avoidance in male English professional academy football players","Exploring the impact of athletic identity on gender role conflict and athlete injury fear avoidance in male English professional academy football players.","10.1080/24733938.2023.2224293","10.1080/24733938.2023.2224293"
"Embase","doi","100","within_second_search","","Elite Soccer Players' Weekly Workload Assessment Through a New Training Load and Performance Score","Elite Soccer Players' Weekly Workload Assessment Through a New Training Load and Performance Score.","10.1080/02701367.2024.2358956","10.1080/02701367.2024.2358956"
"Embase","doi","100","within_second_search","","ACTN3 XX Genotype Negatively Affects Running Performance and Increases Muscle Injury Incidence in LaLiga Football Players","ACTN3 XX Genotype Negatively Affects Running Performance and Increases Muscle Injury Incidence in LaLiga Football Players.","10.3390/genes15030386","10.3390/genes15030386"
"Embase","doi","100","within_second_search","","Effects of Small-Sided Soccer Games on Physical Fitness and Cardiometabolic Health Biomarkers in Untrained Children and Adolescents: A Systematic Review and Meta-Analysis","Effects of Small-Sided Soccer Games on Physical Fitness and Cardiometabolic Health Biomarkers in Untrained Children and Adolescents: A Systematic Review and Meta-Analysis.","10.3390/jcm13175221","10.3390/jcm13175221"
"Embase","doi","100","within_second_search","","The economics of a national anterior cruciate ligament injury prevention program for amateur football players: a Markov model analysis","The economics of a national anterior cruciate ligament injury prevention program for amateur football players: a Markov model analysis.","10.5694/mja2.52385","10.5694/mja2.52385"
"Embase","doi","100","within_second_search","","Oro-dental trauma burden and mouthguard usage among contact sports players: A call for sports dentistry initiatives in Sri Lanka","Oro-dental trauma burden and mouthguard usage among contact sports players: A call for sports dentistry initiatives in Sri Lanka.","10.1111/edt.12916","10.1111/edt.12916"
"Embase","doi","100","within_second_search","","Myositis ossificans circumscripta of the thigh: A pediatric case report","Myositis ossificans circumscripta of the thigh: A pediatric case report.","10.1016/j.radcr.2024.08.160","10.1016/j.radcr.2024.08.160"
"Embase","doi","100","within_second_search","","The effects of two different fatigue protocols on movement quality during anticipated and unanticipated change of directions in female soccer players","The effects of two different fatigue protocols on movement quality during anticipated and unanticipated change of directions in female soccer players.","10.1371/journal.pone.0302144","10.1371/journal.pone.0302144"
"Embase","doi","100","within_second_search","","Influence of a football match on landing biomechanics and jump performance in female football players","Influence of a football match on landing biomechanics and jump performance in female football players.","10.1111/sms.14518","10.1111/sms.14518"
"Embase","doi","100","within_second_search","","Neurocognitive & Ecological Motor Learning Considerations for the 11+ ACL Injury Prevention Program: A Commentary","Neurocognitive & Ecological Motor Learning Considerations for the 11+ ACL Injury Prevention Program: A Commentary.","10.26603/001c.123956","10.26603/001c.123956"
"Embase","doi","100","within_second_search","","The application of match-event and instrumented mouthguard data to inform match limits: An example using rugby union Premiership and rugby league Super League data from England","The application of match-event and instrumented mouthguard data to inform match limits: An example using rugby union Premiership and rugby league Super League data from England.","10.1002/ejsc.12188","10.1002/ejsc.12188"
"Embase","doi","100","within_second_search","","Acute effects of Nordic hamstring exercise on hip and knee joints proprioception","Acute effects of Nordic hamstring exercise on hip and knee joints proprioception.","10.1016/j.jbmt.2024.03.006","10.1016/j.jbmt.2024.03.006"
"Embase","doi","100","within_second_search","","Epidemiology and clinical characteristics of football injuries among academy players in Ghana","Epidemiology and clinical characteristics of football injuries among academy players in Ghana.","10.1136/bmjsem-2022-001519","10.1136/bmjsem-2022-001519"
"Embase","doi","100","within_second_search","","The Sprint Mechanics Assessment Score: A Qualitative Screening Tool for the In-field Assessment of Sprint Running Mechanics","The Sprint Mechanics Assessment Score: A Qualitative Screening Tool for the In-field Assessment of Sprint Running Mechanics.","10.1177/03635465241235525","10.1177/03635465241235525"
"Embase","doi","100","within_second_search","","Nutritional Considerations of Irish Performance Dietitians and Nutritionists in Concussion Injury Management","Nutritional Considerations of Irish Performance Dietitians and Nutritionists in Concussion Injury Management.","10.3390/nu16040497","10.3390/nu16040497"
"Embase","doi","100","within_second_search","","Applying diffusion innovation theory to evaluate the attributes of the new tackle law in rugby football codes","Applying diffusion innovation theory to evaluate the attributes of the new tackle law in rugby football codes.","10.1136/bjsports-2024-108376","10.1136/bjsports-2024-108376"
"Embase","doi","100","within_second_search","","Physical Conditioning and Functional Injury-Screening Profile of Elite Female Soccer Players: A Systematic Review","Physical Conditioning and Functional Injury-Screening Profile of Elite Female Soccer Players: A Systematic Review.","10.1123/ijspp.2023-0463","10.1123/ijspp.2023-0463"
"Embase","doi","100","within_second_search","","Epidemiology of American Football-Related Fractures in the United States 2002-2021","Epidemiology of American Football-Related Fractures in the United States 2002-2021.","10.1177/23259671241259481","10.1177/23259671241259481"
"Embase","doi","100","within_second_search","","Knee Biomechanics During Cutting Maneuvers and Secondary ACL Injury Risk: A Prospective Cohort Study of Knee Biomechanics in 756 Female Elite Handball and Soccer Players","Knee Biomechanics During Cutting Maneuvers and Secondary ACL Injury Risk: A Prospective Cohort Study of Knee Biomechanics in 756 Female Elite Handball and Soccer Players.","10.1177/03635465241234255","10.1177/03635465241234255"
"Embase","doi","100","within_second_search","","Pars Interarticularis and Pedicle Stress Injuries in Young Athletes With Low Back Pain: A Retrospective Cohort Study of 902 Patients Evaluated With Magnetic Resonance Imaging","Pars Interarticularis and Pedicle Stress Injuries in Young Athletes With Low Back Pain: A Retrospective Cohort Study of 902 Patients Evaluated With Magnetic Resonance Imaging.","10.1177/03635465241264804","10.1177/03635465241264804"
"Embase","doi","100","within_second_search","","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 1: an analysis by classical training components","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 1: an analysis by classical training components.","10.1080/07853890.2024.2408457","10.1080/07853890.2024.2408457"
